data_medicao,cpu_frequencia,cpu_porcentagem,cpu_temperatura,disco_livre,ram_livre,disco_porcentagem,ram_porcentagem
"2021-10-05 20:28:32",25.00,8.84,27.85,237.22,2.70,74.53,65.95
"2021-10-05 20:28:26",99.00,8.86,27.85,237.22,2.70,74.53,65.95
"2021-10-05 20:28:20",66.00,11.08,27.85,237.22,2.67,74.53,66.20
"2021-10-05 20:28:15",36.00,11.35,27.85,237.23,2.70,74.53,65.83
"2021-10-05 20:28:09",22.00,9.09,27.85,237.23,2.70,74.53,65.95
"2021-10-05 20:28:03",21.00,16.91,27.85,237.23,2.70,74.53,65.83
"2021-10-05 20:27:57",94.00,14.38,27.85,237.23,2.68,74.53,66.33
"2021-10-05 20:27:52",99.00,12.50,27.85,237.23,2.67,74.53,66.08
"2021-10-05 20:27:45",33.00,11.98,27.85,237.23,2.69,74.53,66.08
"2021-10-05 20:27:39",28.00,12.68,27.85,237.24,2.68,74.53,66.08
"2021-10-05 20:27:33",61.00,15.41,27.85,237.24,2.69,74.53,65.57
"2021-10-05 20:27:27",23.00,3.76,27.85,237.25,2.75,74.53,65.45
"2021-10-05 20:27:22",63.00,6.55,27.85,237.25,2.75,74.53,65.20
"2021-10-05 20:27:15",46.00,6.08,27.85,237.25,2.74,74.53,65.32
"2021-10-05 20:27:10",23.00,7.59,27.85,237.26,2.75,74.53,65.32
"2021-10-05 20:27:04",99.00,8.79,27.85,237.26,2.76,74.53,65.57
"2021-10-05 20:26:58",93.00,4.94,27.85,237.26,2.72,74.53,65.57
"2021-10-05 20:26:52",25.00,31.53,27.85,237.26,2.73,74.53,65.32
"2021-10-05 20:26:46",21.00,6.89,27.85,237.27,2.76,74.53,65.32
"2021-10-05 20:26:40",23.00,17.33,27.85,237.27,2.73,74.53,65.32
"2021-10-05 20:26:33",43.00,3.08,27.85,237.27,2.80,74.53,64.56
"2021-10-05 20:26:27",98.00,4.54,27.85,237.31,2.79,74.52,64.82
"2021-10-05 20:26:22",99.00,4.26,27.85,237.31,2.79,74.52,64.82
"2021-10-05 20:26:16",99.00,4.24,27.85,237.31,2.79,74.52,65.07
"2021-10-05 20:26:10",22.00,4.99,27.85,237.31,2.78,74.52,64.94
"2021-10-05 20:26:05",99.00,5.76,27.85,237.31,2.76,74.52,65.20
"2021-10-05 20:25:59",99.00,6.13,27.85,237.32,2.76,74.52,65.32
"2021-10-05 20:25:54",30.00,7.68,27.85,237.32,2.75,74.52,65.20
"2021-10-05 20:25:48",99.00,9.48,27.85,237.32,2.76,74.52,65.20
"2021-10-05 20:25:42",22.00,6.89,27.85,237.32,2.76,74.52,65.07
"2021-10-05 20:25:37",29.00,7.70,27.85,237.32,2.77,74.52,65.20
"2021-10-05 20:25:31",88.00,9.65,27.85,237.32,2.74,74.52,65.32
"2021-10-05 20:25:25",28.00,19.43,27.85,237.33,2.72,74.52,65.70
"2021-10-05 20:25:18",72.00,5.78,27.85,237.33,2.76,74.52,64.69
"2021-10-05 20:25:13",22.00,10.76,27.85,237.35,2.81,74.52,64.44
"2021-10-05 20:25:07",32.00,9.84,27.85,237.36,2.81,74.52,64.44
"2021-10-05 20:25:01",68.00,3.05,27.85,237.36,2.82,74.52,64.31
"2021-10-05 20:24:54",23.00,6.55,27.85,237.37,2.81,74.52,64.31
"2021-10-05 20:24:48",47.00,4.28,27.85,237.37,2.84,74.52,64.06
"2021-10-05 20:24:40",55.00,16.76,27.85,237.37,2.85,74.52,63.68
"2021-10-05 20:24:17",25.00,23.49,27.85,237.45,2.81,74.51,63.93
"2021-10-05 20:24:08",73.00,9.25,27.85,237.47,2.91,74.51,63.81
"2021-10-05 20:23:58",48.00,11.13,27.85,237.74,2.72,74.47,65.70
"2021-10-05 20:23:46",28.00,35.22,27.85,237.95,2.67,74.45,66.08
"2021-10-05 20:23:37",34.00,15.27,27.85,238.23,2.87,74.42,63.93
"2021-10-05 20:23:28",27.00,17.29,27.85,238.38,2.88,74.41,63.56
"2021-10-05 20:23:19",100.00,10.23,27.85,238.41,2.87,74.40,63.56
"2021-10-05 20:23:12",96.00,11.52,27.85,238.45,2.01,74.40,74.65
"2021-10-05 20:23:04",99.00,34.33,27.85,238.49,1.66,74.40,78.81
"2021-10-05 20:22:57",99.00,30.81,27.85,238.50,1.70,74.40,78.69
"2021-10-05 20:22:49",22.00,18.12,27.85,238.52,1.71,74.39,78.31
"2021-10-05 20:22:41",99.00,97.72,27.85,238.56,1.39,74.39,82.35
"2021-10-05 20:22:33",99.00,52.31,27.85,238.59,1.38,74.39,82.47
"2021-10-05 20:22:26",99.00,46.18,27.85,238.59,1.39,74.39,82.47
"2021-10-05 20:22:19",99.00,46.17,27.85,238.60,1.21,74.39,84.74
"2021-10-05 20:22:12",99.00,55.59,27.85,238.60,1.26,74.39,83.98
"2021-10-05 20:22:05",99.00,55.20,27.85,238.61,1.26,74.38,83.98
"2021-10-05 20:21:58",99.00,56.15,27.85,238.62,1.25,74.38,84.24
"2021-10-05 20:21:51",99.00,56.41,27.85,238.62,1.26,74.38,83.98
"2021-10-05 20:21:44",99.00,41.14,27.85,238.63,1.27,74.38,83.98
"2021-10-05 20:21:37",99.00,37.30,27.85,238.65,1.26,74.38,83.98
"2021-10-05 20:21:29",99.00,40.39,27.85,238.78,1.26,74.36,84.11
"2021-10-05 20:21:22",99.00,41.79,27.85,238.96,1.27,74.34,83.98
"2021-10-05 20:21:15",99.00,34.60,27.85,239.00,1.27,74.34,83.98
"2021-10-05 20:21:08",99.00,37.10,27.85,239.00,1.25,74.34,84.24
"2021-10-05 20:20:59",99.00,42.31,27.85,239.00,1.17,74.34,85.25
"2021-10-05 20:20:51",99.00,45.79,27.85,239.05,1.21,74.34,84.62
"2021-10-05 20:20:42",99.00,45.00,27.85,239.37,1.30,74.30,83.35
"2021-10-05 20:20:35",99.00,36.20,27.85,239.44,1.36,74.30,82.72
"2021-10-05 20:20:28",99.00,39.77,27.85,239.44,1.36,74.30,82.85
"2021-10-05 20:20:21",99.00,39.99,27.85,239.44,1.36,74.30,82.85
"2021-10-05 20:20:13",99.00,45.05,27.85,239.45,1.39,74.29,82.22
"2021-10-05 20:19:33",99.00,40.76,27.85,239.46,1.29,74.29,83.61
"2021-10-05 20:19:26",99.00,37.08,27.85,239.47,1.29,74.29,83.61
"2021-10-05 20:19:18",99.00,35.77,27.85,239.47,1.26,74.29,84.11
"2021-10-05 20:19:09",99.00,82.57,27.85,239.48,1.30,74.29,83.73
"2021-10-05 20:19:01",99.00,40.77,27.85,239.49,1.35,74.29,82.98
"2021-10-05 20:18:53",99.00,39.40,27.85,239.49,1.36,74.29,82.72
"2021-10-05 20:18:45",99.00,35.14,27.85,239.49,1.36,74.29,82.72
"2021-10-05 20:18:37",99.00,38.09,27.85,239.49,1.36,74.29,82.85
"2021-10-05 20:18:29",99.00,48.45,27.85,239.50,1.37,74.29,82.72
"2021-10-05 20:18:21",99.00,45.46,27.85,239.50,1.39,74.29,82.47
"2021-10-05 20:18:13",99.00,67.66,27.85,239.57,1.00,74.28,87.26
"2021-10-05 20:18:05",99.00,47.14,27.85,239.60,0.99,74.28,87.64
"2021-10-05 20:17:57",99.00,48.51,27.85,239.61,0.97,74.28,87.39
"2021-10-05 20:17:49",99.00,45.40,27.85,239.61,1.01,74.28,87.26
"2021-10-05 20:17:41",99.00,37.27,27.85,239.61,1.01,74.28,87.26
"2021-10-05 20:17:34",99.00,39.66,27.85,239.61,0.99,74.28,87.39
"2021-10-05 20:17:26",99.00,38.83,27.85,239.62,1.02,74.28,87.14
"2021-10-05 20:17:18",99.00,34.98,27.85,239.62,0.99,74.28,87.39
"2021-10-05 20:17:10",99.00,43.09,27.85,239.62,1.00,74.28,87.39
"2021-10-05 20:17:02",99.00,44.61,27.85,239.62,0.99,74.28,87.52
"2021-10-05 20:16:54",99.00,36.35,27.85,239.63,1.00,74.28,87.39
"2021-10-05 20:16:46",99.00,33.87,27.85,239.63,0.99,74.28,87.39
"2021-10-05 20:16:38",99.00,37.59,27.85,239.63,1.02,74.28,87.14
"2021-10-05 20:16:31",99.00,38.08,27.85,239.64,1.01,74.27,87.14
"2021-10-05 20:16:23",99.00,38.28,27.85,239.64,1.03,74.27,87.01
"2021-10-05 20:16:15",99.00,40.06,27.85,239.65,1.04,74.27,87.01
"2021-10-05 20:16:07",99.00,42.80,27.85,239.65,1.00,74.27,87.39
"2021-10-05 20:15:59",99.00,38.44,27.85,239.65,1.03,74.27,87.01
"2021-10-05 20:15:51",99.00,41.16,27.85,239.65,1.04,74.27,86.89
"2021-10-05 20:15:43",99.00,39.61,27.85,239.66,1.06,74.27,86.63
"2021-10-05 20:15:35",99.00,37.28,27.85,239.66,1.03,74.27,87.14
"2021-10-05 20:15:27",99.00,35.38,27.85,239.66,1.02,74.27,87.01
"2021-10-05 20:15:19",99.00,36.92,27.85,239.66,1.02,74.27,87.14
"2021-10-05 20:15:11",99.00,33.61,27.85,239.67,1.04,74.27,86.89
"2021-10-05 20:15:04",99.00,35.75,27.85,239.67,1.04,74.27,86.89
"2021-10-05 20:14:56",99.00,36.11,27.85,239.67,1.02,74.27,87.01
"2021-10-05 20:14:48",99.00,33.74,27.85,239.67,1.03,74.27,87.01
"2021-10-05 20:14:40",99.00,36.74,27.85,239.68,1.03,74.27,87.01
"2021-10-05 20:14:32",99.00,60.40,27.85,239.69,1.03,74.27,86.89
"2021-10-05 20:14:23",99.00,40.26,27.85,239.70,1.04,74.27,86.76
"2021-10-05 20:14:15",99.00,38.85,27.85,239.74,1.09,74.26,86.25
"2021-10-05 20:14:07",99.00,39.37,27.85,239.75,1.08,74.26,86.38
"2021-10-05 20:13:58",99.00,48.84,27.85,239.75,1.06,74.26,86.76
"2021-10-05 20:13:50",99.00,35.01,27.85,239.76,1.08,74.26,86.25
"2021-10-05 20:13:42",99.00,37.10,27.85,239.76,1.12,74.26,85.88
"2021-10-05 20:13:35",99.00,34.84,27.85,239.76,1.11,74.26,85.88
"2021-10-05 20:13:26",99.00,40.52,27.85,239.76,1.12,74.26,85.88
"2021-10-05 20:13:15",99.00,50.78,27.85,239.83,0.87,74.25,91.55
"2021-10-05 20:13:07",99.00,43.48,27.85,240.01,0.64,74.23,91.93
"2021-10-05 20:12:57",99.00,37.89,27.85,240.01,0.63,74.23,92.06
"2021-10-05 20:12:49",99.00,66.13,27.85,240.03,0.63,74.23,92.31
"2021-10-05 20:12:41",99.00,39.76,27.85,240.04,0.63,74.23,91.93
"2021-10-05 20:12:33",99.00,45.73,27.85,240.05,0.64,74.23,92.06
"2021-10-05 20:12:24",99.00,50.37,27.85,240.05,0.66,74.23,91.42
"2021-10-05 20:12:16",99.00,37.34,27.85,240.05,0.68,74.23,91.68
"2021-10-05 20:12:07",99.00,46.54,27.85,240.09,0.65,74.22,91.55
"2021-10-05 20:11:59",99.00,46.16,27.85,240.20,0.69,74.21,91.30
"2021-10-05 20:11:50",99.00,51.17,27.85,240.23,0.68,74.21,91.30
"2021-10-05 20:11:42",99.00,54.69,27.85,240.24,0.72,74.21,90.79
"2021-10-05 20:11:34",99.00,49.62,27.85,240.24,0.72,74.21,90.79
"2021-10-05 20:11:26",99.00,53.46,27.85,240.24,0.69,74.21,91.17
"2021-10-05 20:11:18",99.00,56.02,27.85,240.25,0.71,74.21,91.17
"2021-10-05 20:11:10",99.00,45.33,27.85,240.25,0.70,74.21,91.05
"2021-10-05 20:11:01",99.00,40.39,27.85,240.25,0.70,74.21,91.30
"2021-10-05 20:10:50",99.00,60.56,27.85,240.26,0.70,74.21,91.05
"2021-10-05 20:10:41",99.00,64.23,27.85,240.28,0.71,74.21,90.67
"2021-10-05 20:10:33",99.00,70.84,27.85,240.28,0.70,74.21,91.17
"2021-10-05 20:10:24",99.00,52.31,27.85,240.29,0.77,74.20,90.42
"2021-10-05 20:10:16",99.00,40.40,27.85,240.31,0.78,74.20,90.42
"2021-10-05 20:10:07",99.00,39.77,27.85,240.33,0.76,74.20,90.16
"2021-10-05 20:09:57",99.00,64.22,27.85,240.33,0.73,74.20,91.05
"2021-10-05 20:09:48",99.00,80.79,27.85,240.37,0.79,74.20,89.91
"2021-10-05 20:09:39",99.00,58.46,27.85,240.38,0.80,74.19,90.04
"2021-10-05 20:09:31",99.00,41.56,27.85,240.39,0.82,74.19,89.53
"2021-10-05 20:09:23",99.00,48.82,27.85,240.39,0.80,74.19,89.91
"2021-10-05 20:09:14",99.00,56.43,27.85,240.39,0.82,74.19,89.53
"2021-10-05 20:09:06",99.00,36.92,27.85,240.40,0.82,74.19,89.53
"2021-10-05 20:08:58",99.00,46.13,27.85,240.40,0.81,74.19,89.79
"2021-10-05 20:08:49",99.00,35.77,27.85,240.40,0.84,74.19,89.53
"2021-10-05 20:08:41",99.00,51.17,27.85,240.41,0.82,74.19,89.41
"2021-10-05 20:08:32",99.00,54.96,27.85,240.42,0.81,74.19,90.04
"2021-10-05 20:08:23",99.00,52.35,27.85,240.42,0.85,74.19,89.03
"2021-10-05 20:08:14",99.00,44.22,27.85,240.43,0.87,74.19,89.03
"2021-10-05 20:08:06",99.00,44.62,27.85,240.44,0.81,74.19,89.66
"2021-10-05 20:07:54",99.00,68.91,27.85,240.45,0.85,74.19,88.90
"2021-10-05 20:03:41",99.00,65.00,27.85,240.73,0.94,74.16,88.02
